recipe_id,recipe_name,ingredients,calorie,protein,fat,carbohydrate,vitamin_a,vitamin_d,vitamin_e,vitamin_k,vitamin_b1,vitamin_b2,vitamin_b6,vitamin_b12,niacin,folic_acid,vitamin_c,biotin,total_choline,sodium,potassium,magnesium,iron,zinc,calcium,phosphorus,selenium,iodine,copper,manganese
8801,番茄烩山药,"番茄：50g山药：30g豆油：5g精盐：0.5g味精：1g豌豆淀粉：3g白砂糖：1g大蒜：2g姜：2g大葱：3g, 番茄：50g, 山药：30g, 豆油：5g, 精盐：0.5g, 味精：1g, 豌豆淀粉：3g, 白砂糖：1g, 大蒜：2g, 姜：2g, 大葱：3g",91 kcal,1.59 g,5.18 g,9.98 g,16.61 μg RAE,,4.95 mg α-TE,,0.03 mg,0.02 mg,0.03 mg,0.00 μg,0.38 mg,6.97 μg,8.77 mg,1.17 μg,3.35 mg,289.64 mg,169.04 mg,13.76 mg,0.43 mg,0.23 mg,11.73 mg,26.28 mg,0.26 μg,1.52 μg,0.10 mg,0.20 mg
8802,番茄烧豆角,"番茄：50g扁豆：50g豆油：5g精盐：0.5g绵白糖：1g鸡蛋：30g, 番茄：50g, 扁豆：50g, 豆油：5g, 精盐：0.5g, 绵白糖：1g, 鸡蛋：30g",115 kcal,5.53 g,7.78 g,7.06 g,94.50 μg RAE,,5.20 mg α-TE,,0.07 mg,0.10 mg,0.03 mg,0.00 μg,0.43 mg,38.14 μg,8.00 mg,5.22 μg,78.35 mg,243.08 mg,217.44 mg,24.68 mg,0.94 mg,0.51 mg,48.12 mg,75.88 mg,4.20 μg,7.80 μg,0.12 mg,0.13 mg
8803,西红柿虾仁,"番茄：50g虾仁：60g鸡蛋：30g黄酒：2g豆油：5g精盐：0.5g白砂糖：1g黄瓜：15g豌豆淀粉：3g, 番茄：50g, 虾仁：60g, 鸡蛋：30g, 黄酒：2g, 豆油：5g, 精盐：0.5g, 白砂糖：1g, 黄瓜：15g, 豌豆淀粉：3g",231 kcal,17.03 g,8.07 g,22.98 g,93.20 μg RAE,0.00 μg,5.27 mg α-TE,0.00 μg,0.04 mg,0.07 mg,0.03 mg,0.00 μg,0.35 mg,39.51 μg,8.35 mg,4.27 μg,114.89 mg,405.61 mg,335.18 mg,11.86 mg,1.08 mg,1.20 mg,72.90 mg,55.75 mg,4.27 μg,7.25 μg,0.10 mg,0.09 mg
8804,凉拌西红柿,"番茄：150g白砂糖：1g, 番茄：150g, 白砂糖：1g",27 kcal,1.35 g,0.30 g,5.95 g,46.50 μg RAE,,0.63 mg α-TE,,0.03 mg,0.02 mg,0.09 mg,0.00 μg,0.74 mg,12.45 μg,21.00 mg,3.45 μg,10.05 mg,14.55 mg,268.55 mg,18.03 mg,0.31 mg,0.18 mg,6.20 mg,36.08 mg,,1.05 μg,0.06 mg,0.09 mg
8805,西红柿烧鱼,"番茄：50g草鱼：80g豆油：5g精盐：0.5g鸡精：0.5g白砂糖：1g大蒜：2g大葱：3g葱：2g, 番茄：50g, 草鱼：80g, 豆油：5g, 精盐：0.5g, 鸡精：0.5g, 白砂糖：1g, 大蒜：2g, 大葱：3g, 葱：2g",153 kcal,13.95 g,9.29 g,3.63 g,25.91 μg RAE,,6.51 mg α-TE,,0.04 mg,0.10 mg,0.11 mg,0.00 μg,2.53 mg,20.97 μg,7.65 mg,1.65 μg,16.63 mg,333.65 mg,352.01 mg,32.26 mg,0.94 mg,0.85 mg,37.51 mg,178.77 mg,5.44 μg,5.60 μg,0.07 mg,0.11 mg
8806,番茄大骨汤,"猪大排：45g番茄：50g香菜：3g精盐：3g姜：5g饮用水：180g, 猪大排：45g, 番茄：50g, 香菜：3g, 精盐：3g, 姜：5g, 饮用水：180g",142 kcal,9.20 g,9.58 g,5.81 g,23.81 μg RAE,0.00 μg,0.28 mg α-TE,0.00 μg,0.37 mg,0.09 mg,0.03 mg,0.00 μg,2.71 mg,10.77 μg,8.44 mg,3.58 μg,3.35 mg,1213.55 mg,227.03 mg,16.50 mg,4.83 mg,1.04 mg,21.39 mg,70.82 mg,4.85 μg,0.49 μg,0.13 mg,0.60 mg
8807,家常青椒土豆丝,"甜椒：40g马铃薯：50g绵白糖：1g豆油：5g精盐：0.5g鸡精：0.5g白砂糖：1g大蒜：2g, 甜椒：40g, 马铃薯：50g, 绵白糖：1g, 豆油：5g, 精盐：0.5g, 鸡精：0.5g, 白砂糖：1g, 大蒜：2g",105 kcal,1.84 g,5.19 g,13.12 g,2.96 μg RAE,,5.00 mg α-TE,,0.06 mg,0.02 mg,0.19 mg,0.00 μg,0.72 mg,12.27 μg,59.14 mg,2.58 μg,,294.49 mg,180.27 mg,12.64 mg,0.35 mg,0.22 mg,5.34 mg,26.13 mg,0.47 μg,1.17 μg,0.06 mg,0.08 mg
8808,茄汁鲈鱼,"番茄：50g鲈鱼：80g黄酒：2g绵白糖：1g豆油：5g精盐：0.5g大蒜：2g姜：2g大葱：3g, 番茄：50g, 鲈鱼：80g, 黄酒：2g, 绵白糖：1g, 豆油：5g, 精盐：0.5g, 大蒜：2g, 姜：2g, 大葱：3g",146 kcal,15.51 g,7.84 g,3.43 g,30.91 μg RAE,0.00 μg,5.48 mg α-TE,0.00 μg,0.03 mg,0.15 mg,0.03 mg,0.00 μg,2.78 mg,4.63 μg,7.27 mg,1.17 μg,3.35 mg,317.76 mg,266.80 mg,37.46 mg,1.88 mg,2.41 mg,116.89 mg,209.71 mg,26.54 μg,0.44 μg,0.07 mg,0.18 mg
8809,番茄炒花椰菜,"番茄：50g菜花：50g豆油：5g精盐：0.5g葱：2g, 番茄：50g, 菜花：50g, 豆油：5g, 精盐：0.5g, 葱：2g",64 kcal,1.33 g,5.21 g,3.85 g,17.40 μg RAE,,4.87 mg α-TE,,0.03 mg,0.03 mg,0.09 mg,0.00 μg,0.42 mg,19.61 μg,23.42 mg,3.00 μg,12.35 mg,221.47 mg,195.58 mg,15.52 mg,0.44 mg,0.21 mg,19.70 mg,28.87 mg,1.46 μg,0.35 μg,0.04 mg,0.10 mg
8810,西红柿拌豆腐,"豆腐：90g番茄：50g豆油：5g精盐：0.5g味精：1g, 豆腐：90g, 番茄：50g, 豆油：5g, 精盐：0.5g, 味精：1g",160 kcal,9.13 g,12.39 g,4.62 g,15.50 μg RAE,,12.42 mg α-TE,,0.06 mg,0.03 mg,0.06 mg,0.00 μg,0.35 mg,39.97 μg,7.00 mg,7.63 μg,27.20 mg,289.83 mg,185.16 mg,62.93 mg,1.57 mg,0.78 mg,98.26 mg,113.19 mg,2.23 μg,7.28 μg,0.08 mg,0.12 mg
8811,红焖番茄牛肉,"牛肉：40g番茄：50g豆油：3g精盐：0.5g白砂糖：1g酱油：1g黄酒：2g豌豆淀粉：3g姜：2g大葱：3g, 牛肉：40g, 番茄：50g, 豆油：3g, 精盐：0.5g, 白砂糖：1g, 酱油：1g, 黄酒：2g, 豌豆淀粉：3g, 姜：2g, 大葱：3g",97 kcal,9.14 g,4.12 g,6.06 g,17.25 μg RAE,0.00 μg,3.33 mg α-TE,0.00 μg,0.03 mg,0.06 mg,0.03 mg,0.00 μg,2.28 mg,6.07 μg,7.13 mg,1.53 μg,3.35 mg,285.28 mg,187.69 mg,17.87 mg,1.29 mg,2.17 mg,8.37 mg,88.82 mg,1.43 μg,2.10 μg,0.04 mg,0.16 mg
8812,西红柿煎蛋,"番茄：100g鸡蛋：60g豆油：5g精盐：0.5g味精：1g, 番茄：100g, 鸡蛋：60g, 豆油：5g, 精盐：0.5g, 味精：1g",146 kcal,9.16 g,10.36 g,5.01 g,184.00 μg RAE,,5.75 mg α-TE,,0.07 mg,0.13 mg,0.06 mg,0.00 μg,0.61 mg,76.28 μg,14.00 mg,7.94 μg,156.70 mg,367.01 mg,271.66 mg,18.23 mg,1.28 mg,0.70 mg,39.36 mg,102.39 mg,8.40 μg,14.20 μg,0.16 mg,0.11 mg
8813,西红柿火腿汤,"番茄：50g火腿：25g饮用水：130g姜：5g盐：2g, 番茄：50g, 火腿：25g, 饮用水：130g, 姜：5g, 盐：2g",47 kcal,4.79 g,1.24 g,5.28 g,15.50 μg RAE,0.00 μg,0.33 mg α-TE,0.00 μg,0.03 mg,0.06 mg,0.05 mg,0.00 μg,1.63 mg,10.95 μg,7.00 mg,1.53 μg,12.78 mg,1164.73 mg,137.93 mg,10.09 mg,4.62 mg,0.75 mg,13.54 mg,88.35 mg,2.17 μg,0.35 μg,0.09 mg,0.58 mg
8814,西红柿鱼片,"草鱼：80g番茄：50g鸡蛋白：30g豆油：3g精盐：0.5g鸡精：0.5g绵白糖：1g豌豆淀粉：3g醋：2g香菜：1g, 草鱼：80g, 番茄：50g, 鸡蛋白：30g, 豆油：3g, 精盐：0.5g, 鸡精：0.5g, 绵白糖：1g, 豌豆淀粉：3g, 醋：2g, 香菜：1g",159 kcal,17.34 g,7.31 g,6.44 g,25.27 μg RAE,,4.63 mg α-TE,,0.05 mg,0.19 mg,0.11 mg,0.00 μg,2.60 mg,21.54 μg,7.48 mg,1.63 μg,16.96 mg,362.35 mg,391.85 mg,36.14 mg,1.50 mg,0.84 mg,37.17 mg,183.08 mg,7.50 μg,5.69 μg,0.08 mg,0.16 mg
8815,番茄莴笋,"莴笋：50g番茄：50g豆油：3g精盐：0.5g味精：1g白砂糖：1g醋：2g, 莴笋：50g, 番茄：50g, 豆油：3g, 精盐：0.5g, 味精：1g, 白砂糖：1g, 醋：2g",50 kcal,1.39 g,3.16 g,4.42 g,22.00 μg RAE,,3.10 mg α-TE,,0.02 mg,0.02 mg,0.03 mg,0.00 μg,0.53 mg,4.15 μg,9.00 mg,1.15 μg,7.60 mg,306.65 mg,202.77 mg,15.96 mg,0.76 mg,0.29 mg,15.54 mg,38.25 mg,0.34 μg,0.39 μg,0.06 mg,0.21 mg
8816,清蒸白玉排骨,"猪大排：45g冬瓜：50g豆油：3g精盐：0.5g, 猪大排：45g, 冬瓜：50g, 豆油：3g, 精盐：0.5g",151 kcal,8.39 g,12.28 g,1.97 g,5.40 μg RAE,,2.86 mg α-TE,,0.36 mg,0.07 mg,0.01 mg,0.00 μg,2.50 mg,6.86 μg,8.00 mg,2.53 μg,,218.14 mg,151.96 mg,12.75 mg,0.48 mg,0.85 mg,10.10 mg,61.96 mg,4.66 μg,0.85 μg,0.06 mg,0.04 mg
8817,凉瓜虾仁,"苦瓜：100g虾仁：60g豆油：5g精盐：0.5g姜：2g甜椒：10g大蒜：2g玉米淀粉：2g, 苦瓜：100g, 虾仁：60g, 豆油：5g, 精盐：0.5g, 姜：2g, 甜椒：10g, 大蒜：2g, 玉米淀粉：2g",198 kcal,13.70 g,5.49 g,24.22 g,8.66 μg RAE,,5.56 mg α-TE,,0.03 mg,0.03 mg,0.01 mg,0.00 μg,0.48 mg,1.16 μg,69.18 mg,0.42 μg,35.64 mg,363.43 mg,446.22 mg,19.18 mg,1.17 mg,1.20 mg,64.68 mg,38.41 mg,0.48 μg,1.90 μg,0.07 mg,0.26 mg
8818,苦瓜炒鱿鱼丝,"苦瓜：100g鱿鱼：45g豆油：5g精盐：0.5g五香豆豉：2g鸡精：0.5g白砂糖：1g, 苦瓜：100g, 鱿鱼：45g, 豆油：5g, 精盐：0.5g, 五香豆豉：2g, 鸡精：0.5g, 白砂糖：1g",218 kcal,28.53 g,7.24 g,10.36 g,8.00 μg RAE,,10.68 mg α-TE,,0.04 mg,0.09 mg,,,2.62 mg,0.06 μg,56.00 mg,0.00 μg,,733.30 mg,779.96 mg,108.64 mg,2.74 mg,5.52 mg,54.73 mg,213.02 mg,70.72 μg,6.19 μg,0.57 mg,0.32 mg
8819,凉瓜炒肉丝,"苦瓜：100g猪肉：60g豆油：5g精盐：0.5g醋：2g姜：2g大葱：3g味精：1g, 苦瓜：100g, 猪肉：60g, 豆油：5g, 精盐：0.5g, 醋：2g, 姜：2g, 大葱：3g, 味精：1g",158 kcal,13.68 g,8.85 g,6.41 g,34.55 μg RAE,,5.70 mg α-TE,,0.35 mg,0.09 mg,0.00 mg,0.00 μg,3.64 mg,5.34 μg,56.13 mg,0.02 μg,,320.96 mg,452.78 mg,34.45 mg,2.78 mg,2.24 mg,21.77 mg,151.68 mg,6.14 μg,2.97 μg,0.14 mg,0.35 mg
8820,凉拌苋菜,"苋菜：150g芝麻油：2g精盐：0.5g味精：1g醋：2g, 苋菜：150g, 芝麻油：2g, 精盐：0.5g, 味精：1g, 醋：2g",74 kcal,4.64 g,2.60 g,9.22 g,186.00 μg RAE,,3.68 mg α-TE,,0.05 mg,0.15 mg,,,0.93 mg,629.70 μg,45.00 mg,,,346.87 mg,517.13 mg,57.40 mg,4.53 mg,1.08 mg,268.63 mg,96.54 mg,0.21 μg,0.04 μg,0.11 mg,0.62 mg
8821,香甜玉米饭,"荞麦：10g玉米糁：10g黑米：10g稻米：20g饮用水：100g, 荞麦：10g, 玉米糁：10g, 黑米：10g, 稻米：20g, 饮用水：100g",169 kcal,4.19 g,0.78 g,37.83 g,0.20 μg RAE,0.00 μg,0.65 mg α-TE,0.00 μg,0.09 mg,0.04 mg,0.01 mg,0.00 μg,1.49 mg,17.88 μg,0.00 mg,0.80 μg,8.24 mg,5.81 mg,107.80 mg,62.80 mg,1.02 mg,1.10 mg,17.40 mg,102.00 mg,1.25 μg,2.76 μg,0.13 mg,0.60 mg
8822,五谷养生饭,"稻米：10g薏米：10g小米：10g黑米：10g高粱米：10g饮用水：100g, 稻米：10g, 薏米：10g, 小米：10g, 黑米：10g, 高粱米：10g, 饮用水：100g",177 kcal,4.95 g,1.29 g,37.03 g,0.80 μg RAE,0.00 μg,0.82 mg α-TE,0.00 μg,0.13 mg,0.05 mg,0.00 mg,0.00 μg,1.50 mg,12.79 μg,0.00 mg,0.82 μg,8.00 mg,6.41 mg,119.10 mg,51.20 mg,1.77 mg,1.09 mg,17.50 mg,124.30 mg,1.66 μg,2.98 μg,0.18 mg,0.63 mg
8823,燕麦香米粥,"燕麦：25g稻米(代表值)：25g饮用水(农夫山泉牌)：50g, 燕麦：25g, 稻米(代表值)：25g, 饮用水(农夫山泉牌)：50g",171 kcal,4.51 g,0.28 g,38.65 g,0.00 μg RAE,0.00 μg,0.34 mg α-TE,0.00 μg,0.16 mg,0.03 mg,0.00 mg,0.00 μg,0.50 mg,13.46 μg,0.00 mg,0.33 μg,7.35 mg,3.03 mg,118.00 mg,37.25 mg,1.01 mg,0.85 mg,19.00 mg,113.50 mg,0.71 μg,1.33 μg,0.11 mg,1.26 mg
8824,萝卜蒸饭,"红萝卜：40g稻米：50g糙米：10g小麦：10g饮用水：100g, 红萝卜：40g, 稻米：50g, 糙米：10g, 小麦：10g, 饮用水：100g",251 kcal,6.31 g,0.89 g,55.46 g,0.00 μg RAE,0.00 μg,1.01 mg α-TE,0.00 μg,0.18 mg,0.04 mg,0.00 mg,0.00 μg,1.44 mg,14.14 μg,1.20 mg,0.85 μg,14.70 mg,31.30 mg,153.90 mg,35.60 mg,2.36 mg,1.50 mg,17.80 mg,129.30 mg,1.83 μg,1.98 μg,0.19 mg,1.20 mg
8825,山楂枸杞粥,"稻米：25g优糯米：25g红果：10g饮用水：50g枸杞子：2g, 稻米：25g, 优糯米：25g, 红果：10g, 饮用水：50g, 枸杞子：2g",189 kcal,4.56 g,0.57 g,41.92 g,33.30 μg RAE,0.00 μg,1.10 mg α-TE,0.00 μg,0.08 mg,0.03 mg,0.00 mg,0.00 μg,1.10 mg,13.09 μg,6.26 mg,0.33 μg,7.35 mg,8.38 mg,101.58 mg,24.57 mg,0.68 mg,0.77 mg,12.90 mg,46.58 mg,1.80 μg,0.98 μg,0.15 mg,0.54 mg
8826,小米家常煎饼,"小米：50g精盐：3g色拉油：15g, 小米：50g, 精盐：3g, 色拉油：15g",316 kcal,4.50 g,16.52 g,37.55 g,4.00 μg RAE,,5.42 mg α-TE,,0.17 mg,0.05 mg,,,0.75 mg,14.80 μg,0.00 mg,3.45 μg,25.30 mg,1182.25 mg,142.87 mg,53.71 mg,2.84 mg,0.98 mg,23.86 mg,114.65 mg,2.40 μg,0.40 μg,0.28 mg,0.46 mg
